Stock Code,Name of Securities,Category,Sub-Category,Board Lot,Par Value,ISIN,Expiry Date,Subject to Stamp Duty,Shortsell Eligible,CAS Eligible,VCM Eligible,Admitted to Stock Options,Admitted to Stock Futures,Admitted to CCASS,ETF / Fund Manager,Debt Securities Board Lot (Nominal),Debt Securities Investor Type
0958,HN RENEWABLES,Equity,Equity Securities (Main Board),"2,000",RMB 1.0000,CNE100000WS1,,Y,Y,Y,,,,Y,,,
0959,CENTURY ENT INT,Equity,Equity Securities (Main Board),"2,000",HKD 0.2000,,,Y,,Y,,,,Y,,,
0960,LONGFOR GROUP,Equity,Equity Securities (Main Board),500,HKD 0.1000,KYG5635P1090,,Y,Y,Y,Y,,,Y,,,
0966,CHINA TAIPING,Equity,Equity Securities (Main Board),200,,HK0000055878,,Y,Y,Y,Y,,,Y,,,
0967,SOUND GLOBAL,Equity,Equity Securities (Main Board),"1,000",,SG1W63939514,,Y,,Y,,,,Y,,,
0968,XINYI SOLAR,Equity,Equity Securities (Main Board),"2,000",HKD 0.1000,KYG9829N1025,,Y,Y,Y,,,,Y,,,
0969,HUA LIEN INT'L,Equity,Equity Securities (Main Board),"2,000",HKD 0.1000,KYG4636M1087,,Y,,Y,,,,Y,,,
0970,SPARKLE ROLL,Equity,Equity Securities (Main Board),"8,000",HKD 0.0020,BMG8310J1099,,Y,,Y,,,,Y,,,
0973,L'OCCITANE,Equity,Equity Securities (Main Board),250,EUR 0.0300,LU0501835309,,Y,Y,Y,,,,Y,,,
0974,SKL,Equity,Equity Securities (Main Board),"1,000",HKD 0.0100,KYG2163D1034,,Y,,Y,,,,Y,,,
0975,MONGOL MINING,Equity,Equity Securities (Main Board),"3,000",USD 0.1000,KYG6264V1361,,Y,,Y,,,,Y,,,
0976,CHIHO ENV,Equity,Equity Securities (Main Board),"2,000",HKD 0.0100,KYG4465A1004,,Y,,Y,,,,Y,,,
0978,CHI MER LAND,Equity,Equity Securities (Main Board),"2,000",HKD 0.0100,KYG210AW1064,,Y,Y,Y,,,,Y,,,
0979,GREEN ENERGY GP,Equity,Equity Securities (Main Board),"2,000",HKD 0.1000,BMG4088X1074,,Y,,Y,,,,Y,,,
0980,LIANHUA,Equity,Equity Securities (Main Board),"1,000",RMB 1.0000,CNE1000003P2,,Y,,Y,,,,Y,,,
0981,SMIC,Equity,Equity Securities (Main Board),500,USD 0.0040,KYG8020E1199,,Y,Y,Y,,,Y,Y,,,
0982,HJ CAPITAL INTL,Equity,Equity Securities (Main Board),"20,000",HKD 0.00025,,,Y,,Y,,,,Y,,,
0983,SOCAM DEV,Equity,Equity Securities (Main Board),"2,000",HKD 1.0000,BMG8249T1036,,Y,,Y,,,,Y,,,
0984,AEON STORES,Equity,Equity Securities (Main Board),500,,HK0000084183,,Y,,Y,,,,Y,,,
0985,CST GROUP,Equity,Equity Securities (Main Board),"8,000",HKD 0.1000,KYG2586J1094,,Y,,Y,,,,Y,,,
0986,CH ENV ENERGY,Equity,Equity Securities (Main Board),"2,000",HKD 0.1000,BMG2125A2219,,Y,,Y,,,,Y,,,
0987,CH RENEW EN INV,Equity,Equity Securities (Main Board),"2,000",HKD 0.0100,KYG2161D1051,,Y,,Y,,,,Y,,,
0988,SILKROAD LOG,Equity,Equity Securities (Main Board),"3,000",HKD 0.0100,BMG819221091,,Y,,Y,,,,Y,,,
0989,GROUND INTL DEV,Equity,Equity Securities (Main Board),"5,000",HKD 0.0500,BMG4141P1178,,Y,,Y,,,,Y,,,
0990,THEME INT'L,Equity,Equity Securities (Main Board),"10,000",HKD 0.0025,BMG8800F1876,,Y,,Y,,,,Y,,,
0991,DATANG POWER,Equity,Equity Securities (Main Board),"2,000",RMB 1.0000,CNE1000002Z3,,Y,Y,Y,,,,Y,,,
0992,LENOVO GROUP,Equity,Equity Securities (Main Board),"2,000",,HK0992009065,,Y,Y,Y,,Y,,Y,,,
0993,HUARONG INT FIN,Equity,Equity Securities (Main Board),"1,000",HKD 0.0010,BMG4643L1019,,Y,,Y,,,,Y,,,
0994,CT VISION,Equity,Equity Securities (Main Board),"4,000",HKD 0.0100,KYG2588A1067,,Y,,Y,,,,Y,,,
0995,ANHUIEXPRESSWAY,Equity,Equity Securities (Main Board),"2,000",RMB 1.0000,CNE1000001X0,,Y,Y,Y,,,,Y,,,
0996,CARNIVAL GROUP,Equity,Equity Securities (Main Board),"10,000",HKD 0.0100,BMG1991V1037,,Y,,Y,,,,Y,,,
0997,CHINLINK INTL,Equity,Equity Securities (Main Board),"5,000",HKD 0.3125,BMG2113K1403,,Y,,Y,,,,Y,,,
0998,CITIC BANK,Equity,Equity Securities (Main Board),"1,000",RMB 1.0000,CNE1000001Q4,,Y,Y,Y,Y,Y,Y,Y,,,
0999,I.T,Equity,Equity Securities (Main Board),"2,000",HKD 0.1000,BMG4977W1038,,Y,Y,Y,,,,Y,,,
1000,BEIJING MEDIA,Equity,Equity Securities (Main Board),500,RMB 1.0000,CNE100000254,,Y,,Y,,,,Y,,,
1001,HK SH ALLIANCE,Equity,Equity Securities (Main Board),"2,000",HKD 0.1000,BMG8000T1027,,Y,,Y,,,,Y,,,
1002,V.S. INT'L,Equity,Equity Securities (Main Board),"4,000",HKD 0.0500,KYG939951011,,Y,,Y,,,,Y,,,
1003,HUANXI MEDIA,Equity,Equity Securities (Main Board),"10,000",HKD 0.0100,BMG4643J1062,,Y,Y,Y,,,,Y,,,
1004,C SMARTERENERGY,Equity,Equity Securities (Main Board),"2,000",HKD 0.0025,BMG2116L1037,,Y,,Y,,,,Y,,,
1005,MATRIX HOLDINGS,Equity,Equity Securities (Main Board),"2,000",HKD 0.1000,BMG5888V1265,,Y,,Y,,,,Y,,,
1006,CHANGSHOUHUA,Equity,Equity Securities (Main Board),"1,000",HKD 0.1000,KYG2045D1079,,Y,,Y,,,,Y,,,
1007,LONGHUI INTL,Equity,Equity Securities (Main Board),"20,000",HKD 0.00002,KYG563801011,,Y,,Y,,,,Y,,,
1008,BRILLIANT CIR,Equity,Equity Securities (Main Board),"2,000",HKD 0.0050,KYG1643V1059,,Y,,Y,,,,Y,,,
1009,INT'L ENT,Equity,Equity Securities (Main Board),"2,000",HKD 1.0000,KYG4843W1050,,Y,,Y,,,,Y,,,
1010,PACRAY INT'L,Equity,Equity Securities (Main Board),"2,000",HKD 0.1000,BMG6866U1062,,Y,,Y,,,,Y,,,
1011,NT PHARMA,Equity,Equity Securities (Main Board),500,USD 0.0000,KYG2114L1059,,Y,,Y,,,,Y,,,
1012,P ONTARIO B2024,Debt Securities,,10,,CA683234HL50,07/02/2024,,,,,,,,,"CAD 1,000",Professional
1013,WAI CHUN GROUP,Equity,Equity Securities (Main Board),"2,000",HKD 0.0100,BMG9427H1016,,Y,,Y,,,,Y,,,
1019,CONVOY,Equity,Equity Securities (Main Board),"6,000",HKD 0.1000,KYG2615B1014,,Y,,Y,,,,Y,,,
1020,CYBERNAUT INT'L,Equity,Equity Securities (Main Board),"4,000",HKD 0.1000,KYG2606Y1026,,Y,,Y,,,,Y,,,
1021,MIDAS HLDGS-S,Equity,Equity Securities (Main Board),"1,000",,SG1P73919000,,Y,,Y,,,,Y,,,
1022,FEIYU,Equity,Equity Securities (Main Board),"1,500",USD 0.0000,KYG337691037,,Y,,Y,,,,Y,,,
1023,SITOY GROUP,Equity,Equity Securities (Main Board),"1,000",HKD 0.1000,KYG8190E1052,,Y,,Y,,,,Y,,,
1025,KNT HOLDINGS,Equity,Equity Securities (Main Board),"4,000",HKD 0.0100,KYG5042B1077,,Y,,Y,,,,Y,,,
1026,UNIVERSAL TECH,Equity,Equity Securities (Main Board),"10,000",HKD 0.0100,KYG9287P1028,,Y,,Y,,,,Y,,,
1027,CHINA JICHENG,Equity,Equity Securities (Main Board),"10,000",HKD 0.0016,KYG2163B1317,,Y,,Y,,,,Y,,,
1028,C.BANNER,Equity,Equity Securities (Main Board),"1,000",USD 0.0150,BMG2008E1003,,Y,,Y,,,,Y,,,
1029,IRC,Equity,Equity Securities (Main Board),"2,000",,HK0000068244,,Y,,Y,,,,Y,,,
1030,SEAZEN,Equity,Equity Securities (Main Board),"2,000",HKD 0.0010,,,Y,Y,Y,,,,Y,,,
1031,KINGSTON FIN,Equity,Equity Securities (Main Board),"2,000",HKD 0.0200,BMG5266H1034,,Y,Y,Y,,,,Y,,,
1033,SINOPEC SSC,Equity,Equity Securities (Main Board),"2,000",RMB 1.0000,CNE1000004D6,,Y,Y,Y,,,,Y,,,
1034,FULLWEALTH,Equity,Equity Securities (Main Board),"8,000",HKD 0.0100,KYG3691M1024,,Y,,Y,,,,Y,,,
1035,BBI LIFE SCI,Equity,Equity Securities (Main Board),"1,500",HKD 0.0100,KYG1089Y1180,,Y,,Y,,,,Y,,,
1036,VANKE OVERSEAS,Equity,Equity Securities (Main Board),"1,000",HKD 0.0100,,,Y,,Y,,,,Y,,,
1037,MAXNERVA TECH,Equity,Equity Securities (Main Board),"2,000",HKD 0.1000,BMG5993Y1066,,Y,,Y,,,,Y,,,
1038,CKI HOLDINGS,Equity,Equity Securities (Main Board),500,HKD 1.0000,BMG2178K1009,,Y,Y,Y,Y,,,Y,,,
1039,FORTUNET E-COMM,Equity,Equity Securities (Main Board),"1,000",USD 0.0100,KYG3642E1008,,Y,,Y,,,,Y,,,
1041,LAMTEX HLDGS,Equity,Equity Securities (Main Board),"10,000",USD 0.0050,BMG5423H1034,,Y,,Y,,,,Y,,,
1043,COSLIGHT TECH,Equity,Equity Securities (Main Board),"2,000",HKD 0.1000,BMG244311012,,Y,,Y,,,,Y,,,
1044,HENGAN INT'L,Equity,Equity Securities (Main Board),500,HKD 0.1000,KYG4402L1510,,Y,Y,Y,Y,Y,,Y,,,
1045,APT SATELLITE,Equity,Equity Securities (Main Board),"2,000",HKD 0.1000,BMG0438M1064,,Y,,Y,,,,Y,,,
1046,UNIVERSE ENT,Equity,Equity Securities (Main Board),"5,000",HKD 0.0100,,,Y,,Y,,,,Y,,,
1047,NGAI HING HONG,Equity,Equity Securities (Main Board),"2,000",HKD 0.1000,BMG650311092,,Y,,Y,,,,Y,,,
1049,CELESTIAL ASIA,Equity,Equity Securities (Main Board),"6,000",HKD 0.0100,BMG2007W1010,,Y,,Y,,,,Y,,,
1050,KARRIE INT'L,Equity,Equity Securities (Main Board),"2,000",HKD 0.1000,BMG5215H1051,,Y,,Y,,,,Y,,,
1051,G-RESOURCES,Equity,Equity Securities (Main Board),"3,000",HKD 0.0100,BMG4111M1029,,Y,,Y,,,,Y,,,
1052,YUEXIUTRANSPORT,Equity,Equity Securities (Main Board),"2,000",HKD 0.1000,BMG9880L1028,,Y,Y,Y,,,,Y,,,
1053,CHONGQING IRON,Equity,Equity Securities (Main Board),"2,000",RMB 1.0000,CNE1000002W0,,Y,,Y,,,,Y,,,
1055,CHINA SOUTH AIR,Equity,Equity Securities (Main Board),"2,000",RMB 1.0000,CNE1000002T6,,Y,Y,Y,,,Y,Y,,,
1057,ZHEJIANG SHIBAO,Equity,Equity Securities (Main Board),"2,000",RMB 1.0000,CNE1000004W6,,Y,,Y,,,,Y,,,
1058,GUANGDONG TANN,Equity,Equity Securities (Main Board),"2,000",,HK1058006367,,Y,,Y,,,,Y,,,
1059,KANTONE HOLDING,Equity,Equity Securities (Main Board),"3,000",HKD 0.1000,KYG521531486,,Y,,Y,,,,Y,,,
1060,ALI PICTURES,Equity,Equity Securities (Main Board),"10,000",HKD 0.2500,BMG0171W1055,,Y,Y,Y,,,,Y,,,
1061,ESSEX BIO-TECH,Equity,Equity Securities (Main Board),"1,000",HKD 0.1000,KYG312371035,,Y,Y,Y,,,,Y,,,
1062,CDB INT'L INV,Equity,Investment Companies,"10,000",HKD 0.0100,KYG2125D1007,,Y,,Y,,,,Y,,,
1063,SUNCORP TECH,Equity,Equity Securities (Main Board),"10,000",HKD 0.0003,BMG8571C2239,,Y,,Y,,,,Y,,,
1064,ZHONG HUA INT'L,Equity,Equity Securities (Main Board),"5,000",HKD 0.0250,BMG9890M1819,,Y,,Y,,,,Y,,,
1065,TIANJIN CAPITAL,Equity,Equity Securities (Main Board),"2,000",RMB 1.0000,CNE1000004G9,,Y,,Y,,,,Y,,,
1066,WEIGAO GROUP,Equity,Equity Securities (Main Board),"4,000",RMB 0.1000,CNE100000171,,Y,Y,Y,,,,Y,,,
1068,YURUN FOOD,Equity,Equity Securities (Main Board),"1,000",HKD 0.1000,BMG211591018,,Y,Y,Y,,,,Y,,,
1069,CA LOW-CARBON,Equity,Equity Securities (Main Board),"40,000",HKD 0.0020,KYG2152L1169,,Y,,Y,,,,Y,,,
1070,TCL ELECTRONICS,Equity,Equity Securities (Main Board),"1,000",HKD 1.0000,KYG8701T1388,,Y,Y,Y,,,,Y,,,
1071,HUADIAN POWER,Equity,Equity Securities (Main Board),"2,000",RMB 1.0000,CNE1000003D8,,Y,Y,Y,,,,Y,,,
1072,DONGFANG ELEC,Equity,Equity Securities (Main Board),200,RMB 1.0000,CNE100000304,,Y,Y,Y,,,,Y,,,
1073,DA YU FIN,Equity,Equity Securities (Main Board),"5,000",HKD 0.1000,KYG2691D1126,,Y,,Y,,,,Y,,,
1075,CAPINFO,Equity,Equity Securities (Main Board),"6,000",RMB 0.1000,CNE1000000X2,,Y,,Y,,,,Y,,,
1076,IMPERIAL PAC,Equity,Equity Securities (Main Board),"20,000",HKD 0.0005,BMG4769M1156,,Y,Y,Y,,,,Y,,,
1079,PINE TECH,Equity,Equity Securities (Main Board),"2,000",HKD 0.1000,BMG709641044,,Y,,Y,,,,Y,,,
1080,SHENGLI PIPE,Equity,Equity Securities (Main Board),"1,500",HKD 0.1000,KYG811661035,,Y,,Y,,,,Y,,,
1082,HK EDU INTL,Equity,Equity Securities (Main Board),"4,000",HKD 0.0500,BMG4588S1456,,Y,,Y,,,,Y,,,
1083,TOWNGAS CHINA,Equity,Equity Securities (Main Board),"1,000",HKD 0.1000,KYG8972T1067,,Y,Y,Y,,,,Y,,,
1084,GF HYDROCOLLOID,Equity,Equity Securities (Main Board),"2,000",HKD 0.0100,KYG4091F1019,,Y,,Y,,,,Y,,,
1085,HXTL,Equity,Equity Securities (Main Board),"2,000",,SG1T38930320,,Y,,Y,,,,Y,,,
1086,GOODBABY INTL,Equity,Equity Securities (Main Board),"1,000",HKD 0.0100,KYG398141013,,Y,Y,Y,,,,Y,,,
1087,INVESTECH HLDGS,Equity,Equity Securities (Main Board),"1,000",USD 0.0200,KYG4923B1041,,Y,,Y,,,,Y,,,
1088,CHINA SHENHUA,Equity,Equity Securities (Main Board),500,RMB 1.0000,CNE1000002R0,,Y,Y,Y,Y,Y,Y,Y,,,
1089,LEYOU TECH H,Equity,Equity Securities (Main Board),"5,000",HKD 0.1000,KYG5471S1003,,Y,Y,Y,,,,Y,,,
1090,DA MING INT'L,Equity,Equity Securities (Main Board),"2,000",HKD 0.1000,KYG2744A1076,,Y,,Y,,,,Y,,,
1091,CITIC DAMENG,Equity,Equity Securities (Main Board),"1,000",HKD 0.1000,BMG2202Z1077,,Y,,Y,,,,Y,,,
1093,CSPC PHARMA,Equity,Equity Securities (Main Board),"2,000",,HK1093012172,,Y,Y,Y,Y,Y,,Y,,,
1094,C P PROCUREMENT,Equity,Equity Securities (Main Board),"8,000",HKD 0.1000,BMG2157R1346,,Y,,Y,,,,Y,,,
1096,SINO ENERGY INT,Equity,Equity Securities (Main Board),"2,000",HKD 0.1000,KYG817001095,,Y,,Y,,,,Y,,,
1097,I-CABLE COMM,Equity,Equity Securities (Main Board),"20,000",,HK1097008929,,Y,,Y,,,,Y,,,
1098,ROAD KING INFRA,Equity,Equity Securities (Main Board),"1,000",HKD 0.1000,BMG760581097,,Y,Y,Y,,,,Y,,,
1099,SINOPHARM,Equity,Equity Securities (Main Board),400,RMB 1.0000,CNE100000FN7,,Y,Y,Y,Y,Y,,Y,,,
1100,MAINLAND HOLD,Equity,Equity Securities (Main Board),"2,000",HKD 0.1000,BMG5754W1091,,Y,,Y,,,,Y,,,
1101,HUARONG ENERGY,Equity,Equity Securities (Main Board),"2,000",HKD 0.5000,KYG2116D1198,,Y,,Y,,,,Y,,,
1102,ENVIRO ENERGY,Equity,Equity Securities (Main Board),"2,000",HKD 0.0500,KYG315661390,,Y,,Y,,,,Y,,,
1103,DASHENG AGR FIN,Equity,Equity Securities (Main Board),"8,000",RMB 0.1000,CNE100000429,,Y,,Y,,,,Y,,,
1104,APAC RESOURCES,Equity,Equity Securities (Main Board),"20,000",HKD 1.0000,BMG0403V2062,,Y,,Y,,,,Y,,,
1105,SING TAO,Equity,Equity Securities (Main Board),"2,000",HKD 0.2000,BMG8196H1280,,Y,,Y,,,,Y,,,
1106,MING LAM HLDGS,Equity,Equity Securities (Main Board),"20,000",HKD 0.0125,KYG6181M1024,,Y,,Y,,,,Y,,,
1107,MODERN LAND,Equity,Equity Securities (Main Board),"2,000",USD 0.0100,KYG618221058,,Y,,Y,,,,Y,,,
1108,LUOYANG GLASS,Equity,Equity Securities (Main Board),"2,000",RMB 1.0000,CNE1000003Q0,,Y,,Y,,,,Y,,,
1109,CHINA RES LAND,Equity,Equity Securities (Main Board),"2,000",HKD 0.1000,KYG2108Y1052,,Y,Y,Y,Y,Y,,Y,,,
1110,KINGWORLD,Equity,Equity Securities (Main Board),"4,000",HKD 0.1000,KYG5268M1006,,Y,,Y,,,,Y,,,
1111,CHONG HING BANK,Equity,Equity Securities (Main Board),"1,000",,HK1111036765,,Y,Y,Y,,,,Y,,,
1112,H&H INTL HLDG,Equity,Equity Securities (Main Board),500,HKD 0.0100,KYG4387E1070,,Y,Y,Y,,,,Y,,,
1113,CK ASSET,Equity,Equity Securities (Main Board),500,HKD 1.0000,KYG2177B1014,,Y,Y,Y,Y,Y,,Y,,,
1114,BRILLIANCE CHI,Equity,Equity Securities (Main Board),"2,000",USD 0.0100,BMG1368B1028,,Y,Y,Y,,,,Y,,,
1115,TIBET WATER,Equity,Equity Securities (Main Board),"1,000",HKD 0.0100,KYG886121097,,Y,Y,Y,,,,Y,,,
1116,MAYER HOLDINGS,Equity,Equity Securities (Main Board),"10,000",HKD 0.2000,KYG5906L1005,,Y,,Y,,,,Y,,,
1117,CH MODERN D,Equity,Equity Securities (Main Board),"1,000",HKD 0.1000,KYG215791008,,Y,Y,Y,,,,Y,,,
1118,GOLIK HOLDINGS,Equity,Equity Securities (Main Board),"10,000",HKD 0.1000,BMG2618A1009,,Y,,Y,,,,Y,,,
1119,IDREAMSKY,Equity,Equity Securities (Main Board),400,USD 0.0001,KYG470811079,,Y,Y,Y,,,,Y,,,
1120,ARTS OPTICAL,Equity,Equity Securities (Main Board),"2,000",HKD 0.1000,BMG0505B1081,,Y,,Y,,,,Y,,,
1121,BAOFENGMODERN,Equity,Equity Securities (Main Board),"2,000",USD 0.0100,KYG089061025,,Y,,Y,,,,Y,,,
1122,QINGLING MOTORS,Equity,Equity Securities (Main Board),"2,000",RMB 1.0000,CNE1000003Y4,,Y,Y,Y,,,,Y,,,
1123,CHINA-HK PHOTO,Equity,Equity Securities (Main Board),"2,000",HKD 0.1000,BMG2106Y1075,,Y,,Y,,,,Y,,,
1124,COASTAL GL,Equity,Equity Securities (Main Board),"2,000",HKD 0.1000,BMG2239B1239,,Y,,Y,,,,Y,,,
1125,LAI FUNG HOLD,Equity,Equity Securities (Main Board),400,HKD 5.0000,KYG5342X1227,,Y,,Y,,,,Y,,,
1126,DREAM INT'L,Equity,Equity Securities (Main Board),"2,000",,HK1126010854,,Y,,Y,,,,Y,,,
1127,LION ROCK GROUP,Equity,Equity Securities (Main Board),"4,000",HKD 0.0100,BMG6577U1062,,Y,,Y,,,,Y,,,
1128,WYNN MACAU,Equity,Equity Securities (Main Board),400,HKD 0.0010,KYG981491007,,Y,Y,Y,,,,Y,,,
1129,WATER INDUSTRY,Equity,Equity Securities (Main Board),"4,000",HKD 0.5000,KYG2114E1355,,Y,,Y,,,,Y,,,
1130,CHINA ENV RES,Equity,Equity Securities (Main Board),"4,000",HKD 0.0200,KYG215691430,,Y,,Y,,,,Y,,,
1131,AGRITRADE RES,Equity,Equity Securities (Main Board),"5,000",HKD 0.0250,BMG0130N1130,,Y,Y,Y,,,,Y,,,
1132,ORANGE SKY G H,Equity,Equity Securities (Main Board),"5,000",HKD 0.1000,BMG6770K1291,,Y,,Y,,,,Y,,,
1133,HARBIN ELECTRIC,Equity,Equity Securities (Main Board),"2,000",RMB 1.0000,CNE1000003C0,,Y,Y,Y,,,,Y,,,
1134,KELFRED,Equity,Equity Securities (Main Board),"4,000",HKD 0.0100,KYG5S44A1075,,Y,,Y,,,,Y,,,
1137,HKTV,Equity,Equity Securities (Main Board),"1,000",,HK0000065349,,Y,Y,Y,,,,Y,,,
1138,COSCO SHIP ENGY,Equity,Equity Securities (Main Board),"2,000",RMB 1.0000,CNE1000002S8,,Y,Y,Y,,,,Y,,,
1139,VICTORY GROUP,Equity,Equity Securities (Main Board),"16,000",HKD 0.0010,BMG9358V1946,,Y,,Y,,,,Y,,,
1140,OP FINANCIAL,Equity,Investment Companies,"4,000",HKD 0.1000,KYG676931044,,Y,Y,Y,,,,Y,,,
1141,CMBC CAPITAL,Equity,Equity Securities (Main Board),"10,000",HKD 0.0100,BMG2233G1024,,Y,Y,Y,,,,Y,,,
1142,SIBERIAN MINING,Equity,Equity Securities (Main Board),"10,000",HKD 0.2000,KYG813461509,,Y,,Y,,,,Y,,,
1143,LINK-ASIA INTL,Equity,Equity Securities (Main Board),"4,000",HKD 0.0010,,,Y,,Y,,,,Y,,,
1145,COURAGE INV,Equity,Equity Securities (Main Board),"1,000",USD 0.0600,BMG246371030,,Y,,Y,,,,Y,,,
1146,CH OUTFITTERS,Equity,Equity Securities (Main Board),"2,000",HKD 0.1000,KYG2115H1039,,Y,,Y,,,,Y,,,
1148,POWER XINCHEN,Equity,Equity Securities (Main Board),"1,000",HKD 0.0100,KYG9830E1098,,Y,,Y,,,,Y,,,
1150,MILAN STATION,Equity,Equity Securities (Main Board),"2,000",HKD 0.0100,KYG611701098,,Y,,Y,,,,Y,,,
1151,ELEC & ELTEK,Equity,Equity Securities (Main Board),500,,SG1B09007736,,Y,,Y,,,,Y,,,
1152,MOMENTUM FIN,Equity,Equity Securities (Main Board),"2,000",HKD 0.0050,,,Y,,Y,,,,Y,,,
1155,CENTRON TELECOM,Equity,Equity Securities (Main Board),"1,000",HKD 0.1000,KYG202011022,,Y,,Y,,,,Y,,,
1157,ZOOMLION,Equity,Equity Securities (Main Board),200,RMB 1.0000,CNE100000X85,,Y,Y,Y,,,,Y,,,
1158,NC HOTEL,Equity,Equity Securities (Main Board),200,RMB 1.0000,CNE100003HS6,,Y,,Y,,,,Y,,,
1159,STARLIGHT CUL,Equity,Equity Securities (Main Board),500,HKD 0.1000,,,Y,,Y,,,,Y,,,
1160,YOUTH CHAMP,Equity,Investment Companies,"100,000",HKD 0.1000,BMG987631089,,Y,,Y,,,,Y,,,
1161,WATER OASIS GP,Equity,Equity Securities (Main Board),"2,000",HKD 0.1000,KYG9477E1070,,Y,,Y,,,,Y,,,
1164,CGN MINING,Equity,Equity Securities (Main Board),"5,000",HKD 0.0100,KYG2029E1052,,Y,,Y,,,,Y,,,
1165,SFCE,Equity,Equity Securities (Main Board),"2,000",HKD 0.0100,KYG8116S1057,,Y,,Y,,,,Y,,,
1166,SOLARTECH INT'L,Equity,Equity Securities (Main Board),"20,000",HKD 0.0100,BMG8252G2207,,Y,,Y,,,,Y,,,
1168,SINOLINK HOLD,Equity,Equity Securities (Main Board),"2,000",HKD 0.1000,BMG8165B1028,,Y,,Y,,,,Y,,,
1169,HAIER ELEC,Equity,Equity Securities (Main Board),"1,000",HKD 0.1000,BMG423131256,,Y,Y,Y,,,,Y,,,
1170,KINGMAKER,Equity,Equity Securities (Main Board),"2,000",HKD 0.1000,BMG5256W1029,,Y,,Y,,,,Y,,,
1171,YANZHOU COAL,Equity,Equity Securities (Main Board),"2,000",RMB 1.0000,CNE1000004Q8,,Y,Y,Y,,Y,Y,Y,,,
1172,MAGNUSCONCORDIA,Equity,Equity Securities (Main Board),"20,000",HKD 0.1000,KYG5792H1065,,Y,,Y,,,,Y,,,
1173,VEEKO INT'L,Equity,Equity Securities (Main Board),"20,000",HKD 0.0100,KYG9326E1263,,Y,,Y,,,,Y,,,
1175,FRESH EXP,Equity,Equity Securities (Main Board),"10,000",HKD 0.0100,KYG3673S1012,,Y,,Y,,,,Y,,,
1176,ZHUGUANG HOLD,Equity,Equity Securities (Main Board),"2,000",HKD 0.1000,BMG9908J1053,,Y,Y,Y,,,,Y,,,
1177,SINO BIOPHARM,Equity,Equity Securities (Main Board),"1,000",HKD 0.0250,KYG8167W1380,,Y,Y,Y,Y,,,Y,,,
1178,HUIYIN HLDGS GP,Equity,Equity Securities (Main Board),"5,000",HKD 0.5000,KYG4644L1005,,Y,,Y,,,,Y,,,
1180,PARADISE ENT,Equity,Equity Securities (Main Board),"4,000",HKD 0.0010,BMG6893L1375,,Y,,Y,,,,Y,,,
1181,TANG PALACE,Equity,Equity Securities (Main Board),"2,000",HKD 0.0500,KYG867001128,,Y,,Y,,,,Y,,,
1182,SUCCESS DRAGON,Equity,Equity Securities (Main Board),"10,000",HKD 0.0100,BMG8551N1083,,Y,,Y,,,,Y,,,
1183,MECOM POWER,Equity,Equity Securities (Main Board),"2,000",HKD 0.0100,KYG5960P1046,,Y,,Y,,,,Y,,,
1184,S.A.S. DRAGON,Equity,Equity Securities (Main Board),"2,000",HKD 0.1000,BMG7814X1011,,Y,,Y,,,,Y,,,
1185,CHINA ENERGINE,Equity,Equity Securities (Main Board),"2,000",HKD 0.1000,KYG215511091,,Y,,Y,,,,Y,,,
1186,CHINA RAIL CONS,Equity,Equity Securities (Main Board),500,RMB 1.0000,CNE100000981,,Y,Y,Y,,Y,,Y,,,
1188,HYBRID KINETIC,Equity,Equity Securities (Main Board),"2,000",HKD 0.1000,BMG4709W1082,,Y,,Y,,,,Y,,,
1189,ROSEDALE HOTEL,Equity,Equity Securities (Main Board),"10,000",HKD 0.0100,BMG7638H1007,,Y,,Y,,,,Y,,,
1190,BOLINA,Equity,Equity Securities (Main Board),"2,000",HKD 0.0100,KYG121891090,,Y,,Y,,,,Y,,,
1191,CHINA GEM HLDGS,Equity,Equity Securities (Main Board),"20,000",HKD 0.0100,BMG2116X1074,,Y,,Y,,,,Y,,,
1192,TITAN PETROCHEM,Equity,Equity Securities (Main Board),"20,000",HKD 0.0800,BMG8890G1116,,Y,,Y,,,,Y,,,
1193,CHINA RES GAS,Equity,Equity Securities (Main Board),"2,000",HKD 0.1000,BMG2113B1081,,Y,Y,Y,Y,,,Y,,,
1194,BAY AREA GOLD,Equity,Equity Securities (Main Board),"10,000",HKD 0.0010,,,Y,,Y,,,,Y,,,
1195,KINGWELL GROUP,Equity,Equity Securities (Main Board),"4,000",HKD 0.1000,KYG5267M1015,,Y,,Y,,,,Y,,,
1196,REALORD GROUP,Equity,Equity Securities (Main Board),"2,000",HKD 0.1000,BMG7403L1046,,Y,Y,Y,,,,Y,,,
1198,ROYALE FURN,Equity,Equity Securities (Main Board),"2,000",HKD 0.1000,KYG7691E1017,,Y,,Y,,,,Y,,,
1199,COSCO SHIP PORT,Equity,Equity Securities (Main Board),"2,000",HKD 0.1000,BMG2442N1048,,Y,Y,Y,,,,Y,,,
1200,MIDLAND HOLDING,Equity,Equity Securities (Main Board),"2,000",HKD 0.1000,BMG4491W1001,,Y,,Y,,,,Y,,,
1201,TESSON HOLDINGS,Equity,Equity Securities (Main Board),"3,000",HKD 0.1000,BMG8764G1069,,Y,,Y,,,,Y,,,
1202,CHENGDU PUTIAN,Equity,Equity Securities (Main Board),"2,000",RMB 1.0000,CNE1000002C2,,Y,,Y,,,,Y,,,
